Project	miRNA	shift_5	median_expr_5	fraction_5	shift_3	median_expr_3	fraction_3
TCGA-KICH	hsa-miR-100-5p	0	12.559164239788908	0.9911440262132538	-1	12.415746770901789	0.8966208337249747
TCGA-KICH	hsa-miR-101-3p	0	14.132813930706233	0.8009578798160146	-1	14.237699534610949	0.8803398266674148
TCGA-KICH	hsa-miR-103a-3p	0	12.875618698358164	0.9854840598606835	0	12.665838209249735	0.8252982731640002
TCGA-KICH	hsa-miR-10a-5p	0	16.530854419388604	0.742010009602118	-1	16.771458159027056	0.8835825449203245
TCGA-KICH	hsa-miR-10b-5p	0	17.387056392823883	0.8949555920474123	-1	17.18694345460401	0.7915786526403146
TCGA-KICH	hsa-miR-125a-5p	0	9.859948525819698	1.0	-2	9.208779037689693	0.6311478708745248
TCGA-KICH	hsa-miR-125b-5p	0	9.887323762696205	0.9965531275376802	0	9.336605935887503	0.6615964181108458
TCGA-KICH	hsa-miR-126-3p	0	11.229307437276367	0.8535474108064799	0	11.295806346904108	0.8902032090969658
TCGA-KICH	hsa-miR-126-5p	0	7.920736388532188	1.0	0	7.71298973476823	0.8458579091725527
TCGA-KICH	hsa-miR-1307-3p	0	8.546081694987773	0.6765487248934619	+1	8.832628665801918	0.8508154938105327
TCGA-KICH	hsa-miR-1307-5p	0	8.084819938114416	1.0	0	7.621417905156632	0.7225011105003905
TCGA-KICH	hsa-miR-140-3p	+1	9.472092442707083	0.6314815362095696	+2	8.823382963118709	0.39326802204226313
TCGA-KICH	hsa-miR-141-3p	0	9.971265807007414	1.0	+1	9.124873242079863	0.5716345163726235
TCGA-KICH	hsa-miR-141-5p	0	9.128055519148118	1.0	-1	8.899569439713202	0.8623905510554508
TCGA-KICH	hsa-miR-142-3p	+1	8.777300052215617	0.9033951267005234	-1	8.465077373402455	0.718941563142719
TCGA-KICH	hsa-miR-143-3p	0	14.633911494433342	0.9913889353870111	-1	14.127618208104787	0.6808868136129281
TCGA-KICH	hsa-miR-144-5p	0	7.696793301565444	0.9566175829920711	0	7.767625379749171	1.0
TCGA-KICH	hsa-miR-148a-3p	0	14.449036022913297	0.9970036627967719	0	13.882604887218305	0.7355844721784688
TCGA-KICH	hsa-miR-151a-3p	0	10.675478312396896	0.844743731829657	0	10.043995223129373	0.5472234910985907
TCGA-KICH	hsa-miR-16-5p	0	8.31562359095393	0.98997593815164	0	8.03845415549463	0.8134409949206206
TCGA-KICH	hsa-miR-181a-2-3p	0	8.75684065606766	0.9903053644498403	0	7.736686565139472	0.521036045316778
TCGA-KICH	hsa-miR-181a-5p	0	9.553968902905645	0.9904842019980222	-1	8.84534010647549	0.6132896147024021
TCGA-KICH	hsa-miR-182-5p	0	14.803532556592751	0.9971838420744012	-2	13.098118036572805	0.3143947671240344
TCGA-KICH	hsa-miR-183-5p	0	12.332076709271986	0.7140668505640992	0	11.36736793123061	0.3547690280747541
